preprocessing,k1,b,category,rank,query,cran_id,AP@all_vector,AP@all_bm25,dAP@all,P@10_vector,P@10_bm25,n_relevant,n_terms,text
stemming,1.2,1,both_poor,8,207,323,0.0055,0.0066,+0.0011,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stemming,1.2,1,both_poor,9,152,225,0.0080,0.0075,-0.0005,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stemming,1.2,1,both_poor,10,139,209,0.0097,0.0085,-0.0012,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stemming,2,0,bm25_better,1,167,253,0.1484,0.5833,+0.4350,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stemming,2,0,bm25_better,2,150,223,0.5833,1.0000,+0.4167,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stemming,2,0,bm25_better,3,134,203,0.1458,0.5141,+0.3683,0.10,0.10,2,22,"is it possible to correlate the results on the creep buckling of widely different structures within the framework of a single theory"
stemming,2,0,bm25_better,4,143,213,0.2436,0.6111,+0.3675,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stemming,2,0,bm25_better,5,95,143,0.1970,0.5435,+0.3465,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
stemming,2,0,bm25_better,6,223,356,0.4404,0.7409,+0.3005,0.20,0.30,4,10,"papers on shear buckling of unstiffened rectangular plates under shear"
stemming,2,0,bm25_better,7,205,317,0.3611,0.6429,+0.2817,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stemming,2,0,bm25_better,8,200,304,0.3056,0.5682,+0.2627,0.20,0.20,3,21,"are asymptotic methods sufficiently accurate in the determination of pre-buckling stresses in torispherical shells or must we resort to numerical methods"
stemming,2,0,bm25_better,9,18,33,0.0995,0.3551,+0.2555,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stemming,2,0,bm25_better,10,173,264,0.5833,0.8333,+0.2500,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stemming,2,0,vector_better,1,52,87,0.8542,0.1901,-0.6641,0.40,0.20,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stemming,2,0,vector_better,2,146,216,0.8333,0.2500,-0.5833,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stemming,2,0,vector_better,3,64,105,0.6250,0.0634,-0.5616,0.20,0.10,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
stemming,2,0,vector_better,4,67,108,0.6220,0.1075,-0.5145,0.70,0.10,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stemming,2,0,vector_better,5,190,293,0.6367,0.1452,-0.4914,0.40,0.20,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stemming,2,0,vector_better,6,17,32,0.5085,0.0295,-0.4789,0.10,0.00,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,2,0,vector_better,7,144,214,0.6446,0.1885,-0.4561,0.50,0.20,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stemming,2,0,vector_better,8,102,152,0.4423,0.0648,-0.3775,0.20,0.10,4,9,"basic dynamic characteristics of structures continuous over many spans"
stemming,2,0,vector_better,9,121,176,0.6885,0.3200,-0.3684,0.50,0.30,7,16,"what papers are there dealing with circumferential buckling either thermal buckling or due to mechanical loading"
stemming,2,0,vector_better,10,183,277,0.6555,0.3026,-0.3529,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,2,0,both_poor,1,31,56,0.0007,0.0007,-0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stemming,2,0,both_poor,2,22,40,0.0018,0.0015,-0.0002,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stemming,2,0,both_poor,3,216,340,0.0018,0.0022,+0.0003,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stemming,2,0,both_poor,4,44,79,0.0023,0.0021,-0.0002,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stemming,2,0,both_poor,5,124,182,0.0033,0.0031,-0.0002,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stemming,2,0,both_poor,6,13,26,0.0034,0.0029,-0.0005,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stemming,2,0,both_poor,7,28,53,0.0050,0.0034,-0.0016,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stemming,2,0,both_poor,8,207,323,0.0055,0.0063,+0.0008,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stemming,2,0,both_poor,9,152,225,0.0080,0.0067,-0.0012,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stemming,2,0,both_poor,10,139,209,0.0097,0.0082,-0.0015,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stemming,2,0.75,bm25_better,1,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stemming,2,0.75,bm25_better,2,143,213,0.2436,0.6111,+0.3675,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stemming,2,0.75,bm25_better,3,95,143,0.1970,0.5455,+0.3485,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
stemming,2,0.75,bm25_better,4,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stemming,2,0.75,bm25_better,5,167,253,0.1484,0.4500,+0.3016,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stemming,2,0.75,bm25_better,6,15,29,0.7000,1.0000,+0.3000,0.20,0.20,2,5,"material properties of photoelastic materials"
stemming,2,0.75,bm25_better,7,18,33,0.0995,0.3623,+0.2628,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stemming,2,0.75,bm25_better,8,154,227,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
stemming,2,0.75,bm25_better,9,61,102,0.3002,0.5389,+0.2386,0.30,0.30,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
stemming,2,0.75,bm25_better,10,43,74,0.4326,0.6445,+0.2119,0.30,0.40,6,17,"can the transonic flow around an arbitrary smooth thin airfoil be analysed in a simple approximate way"
stemming,2,0.75,vector_better,1,183,277,0.6555,0.3093,-0.3462,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,2,0.75,vector_better,2,190,293,0.6367,0.3649,-0.2718,0.40,0.30,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
stemming,2,0.75,vector_better,3,146,216,0.8333,0.5833,-0.2500,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stemming,2,0.75,vector_better,4,17,32,0.5085,0.2622,-0.2463,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,2,0.75,vector_better,5,148,218,0.4621,0.2194,-0.2427,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stemming,2,0.75,vector_better,6,145,215,0.4327,0.2143,-0.2184,0.40,0.20,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stemming,2,0.75,vector_better,7,82,128,0.5251,0.3076,-0.2175,0.30,0.30,5,23,"how do kuchemanns and multhopps methods for calculating lift distributions on swept wings in subsonic flow compare with each other and with experiment"
stemming,2,0.75,vector_better,8,144,214,0.6446,0.4452,-0.1994,0.50,0.50,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stemming,2,0.75,vector_better,9,88,136,0.8556,0.6746,-0.1810,0.60,0.60,6,23,"how does a satellite orbit contract under the action of air drag in an atmosphere in which the scale height varies with altitude"
stemming,2,0.75,vector_better,10,121,176,0.6885,0.5124,-0.1761,0.50,0.40,7,16,"what papers are there dealing with circumferential buckling either thermal buckling or due to mechanical loading"
stemming,2,0.75,both_poor,1,31,56,0.0007,0.0007,-0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stemming,2,0.75,both_poor,2,22,40,0.0018,0.0017,-0.0001,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stemming,2,0.75,both_poor,3,216,340,0.0018,0.0016,-0.0002,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stemming,2,0.75,both_poor,4,44,79,0.0023,0.0024,+0.0001,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stemming,2,0.75,both_poor,5,124,182,0.0033,0.0033,+0.0000,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stemming,2,0.75,both_poor,6,13,26,0.0034,0.0030,-0.0004,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stemming,2,0.75,both_poor,7,28,53,0.0050,0.0047,-0.0003,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stemming,2,0.75,both_poor,8,207,323,0.0055,0.0070,+0.0015,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stemming,2,0.75,both_poor,9,152,225,0.0080,0.0073,-0.0007,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stemming,2,0.75,both_poor,10,139,209,0.0097,0.0075,-0.0022,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stemming,2,1,bm25_better,1,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stemming,2,1,bm25_better,2,143,213,0.2436,0.6429,+0.3993,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stemming,2,1,bm25_better,3,81,126,0.6667,1.0000,+0.3333,0.20,0.20,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
stemming,2,1,bm25_better,4,205,317,0.3611,0.6429,+0.2817,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stemming,2,1,bm25_better,5,165,251,0.3929,0.6667,+0.2738,0.20,0.20,2,15,"are the stable profiles of a compressible boundary layer induced by a moving wave known"
stemming,2,1,bm25_better,6,154,227,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"which iterative method for solving linear elliptic difference equations is most rapidly convergent"
stemming,2,1,bm25_better,7,43,74,0.4326,0.6575,+0.2248,0.30,0.40,6,17,"can the transonic flow around an arbitrary smooth thin airfoil be analysed in a simple approximate way"
stemming,2,1,bm25_better,8,118,171,0.1942,0.4127,+0.2185,0.20,0.20,3,17,"what are the aerodynamic interference effects on the fin lift and body lift of a fin-body combination"
stemming,2,1,bm25_better,9,136,205,0.2097,0.3803,+0.1707,0.10,0.10,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stemming,2,1,bm25_better,10,200,304,0.3056,0.4762,+0.1706,0.20,0.30,3,21,"are asymptotic methods sufficiently accurate in the determination of pre-buckling stresses in torispherical shells or must we resort to numerical methods"
stemming,2,1,vector_better,1,183,277,0.6555,0.2607,-0.3948,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stemming,2,1,vector_better,2,17,32,0.5085,0.2620,-0.2464,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stemming,2,1,vector_better,3,190,293,0.6367,0.3942,-0.2425,0.40,0.30,5,29,"will an analysis of panel flutter based on arbitrarily assumed modes of deformation prove satisfactory and if so what is the minimum number of modes that need be considered"
